    19709	2026-03-14 13:42:19	1	3	1	0
    32171	2026-03-14 13:42:32	1	3	1	0
    32171	2026-03-14 13:42:43	1	3	1	0
    32171	2026-03-14 13:42:47	1	3	1	0
     3583	2026-03-14 17:01:13	1	1	1	0
     3583	2026-03-14 17:01:16	1	1	1	0
     1003	2026-03-14 17:01:25	1	1	1	0
     1003	2026-03-14 17:01:30	1	1	1	0
     5437	2026-03-14 17:02:27	1	1	1	0
     5437	2026-03-14 17:02:30	1	1	1	0
      342	2026-03-14 17:07:42	1	1	1	0
      342	2026-03-14 17:07:44	1	1	1	0
    33223	2026-03-14 17:11:14	1	1	1	0
     4207	2026-03-14 17:11:44	1	1	1	0
     4207	2026-03-14 17:11:48	1	1	1	0
     4207	2026-03-14 17:11:51	1	1	1	0
     5570	2026-03-14 17:36:22	1	1	1	0
     1462	2026-03-14 17:37:01	1	1	1	0
    52071	2026-03-14 17:37:08	1	1	1	0
    23327	2026-03-14 17:41:50	1	1	1	0
    13229	2026-03-14 18:36:58	1	1	1	0
    32171	2026-03-14 22:00:05	1	1	1	0
    32171	2026-03-14 22:00:09	1	1	1	0
    32171	2026-03-14 22:00:15	1	1	1	0
    18611	2026-03-15 06:14:52	1	0	1	0
    18611	2026-03-15 06:14:55	1	0	1	0
    32171	2026-03-15 06:40:08	1	0	1	0
    32171	2026-03-15 06:40:12	1	0	1	0
    32171	2026-03-15 06:40:16	1	0	1	0
     8809	2026-03-15 07:02:14	1	0	1	0
     8809	2026-03-15 07:02:22	1	0	1	0
     8809	2026-03-15 07:02:26	1	0	1	0
     1384	2026-03-15 07:04:00	1	0	1	0
    51894	2026-03-15 07:07:00	1	0	1	0
     6272	2026-03-15 07:27:37	1	0	1	0
     5329	2026-03-15 07:27:47	1	0	1	0
     5329	2026-03-15 07:27:51	1	0	1	0
     4948	2026-03-15 07:32:39	1	0	1	0
     4948	2026-03-15 07:32:41	1	0	1	0
     5437	2026-03-15 07:48:32	1	0	1	0
     5437	2026-03-15 07:48:35	1	0	1	0
     5470	2026-03-15 07:51:32	1	0	1	0
     3443	2026-03-15 07:52:32	1	0	1	0
    41837	2026-03-15 07:58:24	1	0	1	0
    41837	2026-03-15 07:58:27	1	0	1	0
     4207	2026-03-15 08:06:00	1	0	1	0
     4207	2026-03-15 08:06:03	1	0	1	0
     4207	2026-03-15 08:06:06	1	0	1	0
    36963	2026-03-15 08:12:43	1	0	1	0
    36963	2026-03-15 08:12:46	1	0	1	0
    51894	2026-03-15 12:01:07	1	2	1	0
    51894	2026-03-15 12:01:09	1	2	1	0
     1384	2026-03-15 12:01:13	1	2	1	0
    18611	2026-03-15 12:01:31	1	2	1	0
    18611	2026-03-15 12:01:33	1	2	1	0
    32171	2026-03-15 12:01:42	1	2	1	0
    32171	2026-03-15 12:01:45	1	2	1	0
    32171	2026-03-15 12:01:48	1	2	1	0
     5437	2026-03-15 12:02:00	1	2	1	0
     5437	2026-03-15 12:02:04	1	2	1	0
      246	2026-03-15 12:02:09	1	2	1	0
     4948	2026-03-15 12:02:14	1	2	1	0
     4948	2026-03-15 12:02:16	1	2	1	0
    41837	2026-03-15 12:04:40	1	2	1	0
    31520	2026-03-15 12:07:18	1	2	1	0
    31520	2026-03-15 12:07:22	1	2	1	0
      283	2026-03-15 12:09:27	1	2	1	0
      283	2026-03-15 12:09:45	1	2	1	0
     4207	2026-03-15 12:09:51	1	2	1	0
     4207	2026-03-15 12:09:54	1	2	1	0
    36963	2026-03-15 12:12:53	1	2	1	0
    36963	2026-03-15 12:12:57	1	2	1	0
     2640	2026-03-15 12:28:00	1	2	1	0
     2640	2026-03-15 12:28:02	1	2	1	0
    18611	2026-03-15 12:31:19	1	3	1	0
    18611	2026-03-15 12:31:22	1	3	1	0
    32171	2026-03-15 12:31:32	1	3	1	0
    32171	2026-03-15 12:31:35	1	3	1	0
    32171	2026-03-15 12:31:43	1	3	1	0
     4207	2026-03-15 12:40:02	1	3	1	0
     4207	2026-03-15 12:40:05	1	3	1	0
     4207	2026-03-15 12:40:09	1	3	1	0
     5470	2026-03-15 12:49:10	1	3	1	0
    36963	2026-03-15 12:49:18	1	3	1	0
    36963	2026-03-15 12:49:21	1	3	1	0
    34197	2026-03-15 16:43:54	1	3	1	0
    34197	2026-03-15 16:43:56	1	3	1	0
     4273	2026-03-15 17:01:03	1	1	1	0
     4273	2026-03-15 17:01:05	1	1	1	0
    18611	2026-03-15 17:01:20	1	1	1	0
    18611	2026-03-15 17:01:22	1	1	1	0
    32171	2026-03-15 17:01:41	1	1	1	0
    32171	2026-03-15 17:01:45	1	1	1	0
    32171	2026-03-15 17:01:48	1	1	1	0
     3443	2026-03-15 17:04:06	1	1	1	0
     5437	2026-03-15 17:05:19	1	1	1	0
     5437	2026-03-15 17:05:22	1	1	1	0
     1384	2026-03-15 17:15:17	1	1	1	0
     8809	2026-03-15 17:23:12	1	1	1	0
     8809	2026-03-15 17:23:16	1	1	1	0
     4207	2026-03-15 17:23:23	1	1	1	0
     4207	2026-03-15 17:23:26	1	1	1	0
     4207	2026-03-15 17:23:29	1	1	1	0
     6272	2026-03-15 17:26:24	1	1	1	0
     6272	2026-03-15 17:26:27	1	1	1	0
     2640	2026-03-15 17:38:13	1	1	1	0
     2640	2026-03-15 17:38:15	1	1	1	0
    51894	2026-03-15 18:22:46	1	1	1	0
    36963	2026-03-15 18:44:19	1	1	1	0
    36963	2026-03-15 18:44:22	1	1	1	0
     5329	2026-03-15 18:52:11	1	1	1	0
